"","gamma","b","m","pt_shape","ft_t_shape","ft_t_theta","gt_t_shape","gt_t_theta","ATE_t","ATE_t_empirical","ASPNC_t","ASPNC_t_empirical","AvgTau_t","tau_t_shape","tau_t_theta","beta_t0","beta_t1","beta_t2","alpha_t0","alpha_t1","alpha_t2","p","q","ft_w_shape","ft_w_theta","gt_w_shape","gt_w_theta","beta_w0","beta_w1","beta_w2","alpha_w0","alpha_w1","alpha_w2","ATE_w","ATE_w_empirical","ASPNC_w","ASPNC_w_empirical","AvgTau_w","tau_w_shape","tau_w_theta","p_w","q_w","n","AvgTau_tw_ratio"
"1820",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,2,2,62,1
"1822",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,1,2,52,1
"1823",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,2,2,64,1
"1826",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,2,2,62,1
"1829",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,2,3,62,1
"1830",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,3,3,70,1
"1831",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,1,3,52,1
"1832",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,2,3,64,1
"1833",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,3,3,73,1
"1835",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"linear",0,2,3,62,1
"1836",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,0.14780952408058,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.14780952408058,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"linear",0,3,3,71,1
"1847",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"linear",0,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"linear",0,2,2,58,1
"1849",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,1,2,51,1
"1850",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,2,2,62,1
"1853",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"linear",0,2,2,63,1
"1856",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"linear",0,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"linear",0,2,3,60,1
"1857",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,3,3,63,1
"1858",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,1,3,51,1
"1859",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,2,3,63,1
"1860",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,3,3,70,1
"1862",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"linear",0,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"linear",0,2,3,60,1
"1863",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"linear",0,3,3,71,1
"1874",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.184643858019286,0.00562367080261785,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,2,2,63,1
"1876",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,1,2,51,1
"1877",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,2,2,62,1
"1880",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"sine",0,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.332245620415579,-0.00520489222583153,NA,-0.834218851417824,-0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"sine",0,2,2,58,1
"1883",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"sine",0,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.177638447989872,0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"sine",0,2,3,61,1
"1884",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,3,3,71,1
"1885",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1,3,"constant",0,"quadratic_theta",-0.3,0.262364264467491,NA,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,1,3,51,1
"1886",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,2,3,63,1
"1887",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0,"quadratic_theta",-0.3,0.262364264467491,0,0,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"sine",0,3,3,70,1
"1889",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"sine",0,0.345357997868635,-0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",0.3,"quadratic_theta",-0.3,0.345357997868635,-0.00541030806060524,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999564,0.3,0.300000000000103,0.6,"sine",0,2,3,61,1
"1890",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",-0.3,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"sine",0,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",0.3,"quadratic_theta",-0.3,0.142081677989225,0.0204584417309819,-0.000659949733257481,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.29999999999408,0.3,0.300000000000103,0.6,"sine",0,3,3,67,1
"1894",0.05,0.2,30,"constant 0.5","constant",0,"constant",0,1.3,1.3,0.3,0.3,0.6,"sine",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1,1,"constant",0,"constant",0,0.262364264467491,NA,NA,-1.20397280432594,NA,NA,1.3,1.3,0.3,0.3,0.6,"sine",0,1,1,52,1
"1901",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",-0.3,"linear_theta",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,2,2,62,1
"1903",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1,2,"constant",0,"linear_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,1,2,52,1
"1904",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0,"linear_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,NA,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,2,2,64,1
"1907",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,2,2,"linear_theta",0.3,"linear_theta",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,NA,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,2,2,62,1
"1910",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",-0.3,"quadratic_theta",0,0.177483385791244,0.00540558535404804,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,2,3,62,1
"1911",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,3,3,"quadratic_theta",-0.3,"quadratic_theta",0,0.395553978131988,-0.0252546262533424,0.000814665363011045,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,3,3,70,1
"1912",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1,3,"constant",0,"quadratic_theta",0,0.262364264467491,NA,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,1,3,52,1
"1913",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.262364264467491,0,NA,-1.20397280432593,0,0,2,3,"linear_theta",0,"quadratic_theta",0,0.262364264467491,0,NA,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,2,3,64,1
"1914",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.262364264467491,0,0,-1.20397280432593,0,0,3,3,"quadratic_theta",0,"quadratic_theta",0,0.262364264467491,0,0,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,3,3,73,1
"1916",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,2,3,"linear_theta",0.3,"quadratic_theta",0,0.345056531766733,-0.00540558535404804,NA,-1.20397280432593,0,0,1.3,1.29999999999494,0.3,0.300000000000001,0.6,"sine",0,2,3,62,1
"1917",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,0.14780952408058,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,3,3,"quadratic_theta",0.3,"quadratic_theta",0,0.14780952408058,0.0212831983580321,-0.000686554785742971,-1.20397280432593,0,0,1.3,1.3,0.3,0.300000000000001,0.6,"sine",0,3,3,71,1
"1928",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",0.3,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"sine",0,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",-0.3,"linear_theta",0.3,0.170893961414802,0.00520489222583153,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.29999999999159,0.3,0.299999999999538,0.6,"sine",0,2,2,58,1
"1930",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1,2,"constant",0,"linear_theta",0.3,0.262364264467491,NA,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,1,2,51,1
"1931",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0,"linear_theta",0.3,0.262364264467491,0,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,2,2,62,1
"1934",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",0.3,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,2,2,"linear_theta",0.3,"linear_theta",0.3,0.35897765290044,-0.00562367080261786,NA,-1.62185695478694,0.0254076807538424,NA,1.3,1.3,0.3,0.299999999999538,0.6,"sine",0,2,2,63,1
"1937",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"sine",0,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",-0.3,"quadratic_theta",0.3,0.177333147793873,0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"sine",0,2,3,60,1
"1938",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",-0.3,"quadratic_theta",0.3,0.377504039146773,-0.024102205880477,0.000777490512273453,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,3,3,63,1
"1939",0.05,0.2,30,"constant 0.5","constant",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1,3,"constant",0,"quadratic_theta",0.3,0.262364264467491,NA,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,1,3,51,1
"1940",0.05,0.2,30,"constant 0.5","linear_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0,"quadratic_theta",0.3,0.262364264467491,0,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,2,3,63,1
"1941",0.05,0.2,30,"constant 0.5","quadratic_theta",0,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0,"quadratic_theta",0.3,0.262364264467491,0,0,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,3,3,70,1
"1943",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"quadratic_theta",0.3,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"sine",0,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,2,3,"linear_theta",0.3,"quadratic_theta",0.3,0.344764444695702,-0.00540100957747836,NA,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.29999999999418,0.3,0.299999999999047,0.6,"sine",0,2,3,60,1
"1944",0.05,0.2,30,"constant 0.5","quadratic_theta",0.3,"quadratic_theta",0.3,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,3,3,"quadratic_theta",0.3,"quadratic_theta",0.3,0.15387255040673,0.022156217825161,-0.000714716704037451,-0.69472137700259,-0.100033424519049,0.00322688466190481,1.3,1.3,0.3,0.299999999999047,0.6,"sine",0,3,3,71,1
"2036",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.191529171664788,0.0058333757867448,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",-0.3,"linear_theta",-0.3,0.191529171664788,0.0058333757867448,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,2,2,63,1
"2038",0.05,0.2,30,"constant 0.5","constant",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.262364264467491,NA,NA,-0.865303710141878,-0.0263544277200572,NA,1,2,"constant",0,"linear_theta",-0.3,0.262364264467491,NA,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,1,2,51,1
"2039",0.05,0.2,30,"constant 0.5","linear_theta",0,"linear_theta",-0.3,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,0.262364264467491,0,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",0,"linear_theta",-0.3,0.262364264467491,0,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.3,0.3,0.299999999998052,0.6,"linear",0.2,2,2,62,1
"2042",0.05,0.2,30,"constant 0.5","linear_theta",0.3,"linear_theta",-0.3,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",0.2,0.3217512519642,-0.00504048958690652,NA,-0.865303710141878,-0.0263544277200572,NA,2,2,"linear_theta",0.3,"linear_theta",-0.3,0.3217512519642,-0.00504048958690652,NA,-0.865303710141878,-0.0263544277200572,NA,1.3,1.29999999998748,0.3,0.299999999998052,0.6,"linear",0.2,2,2,59,1
"2045",0.05,0.2,30,"constant 0.5","linear_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.182766588527774,0.00556649508206419,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,2,3,"linear_theta",-0.3,"quadratic_theta",-0.3,0.182766588527774,0.00556649508206419,NA,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,2,3,61,1
"2046",0.05,0.2,30,"constant 0.5","quadratic_theta",-0.3,"quadratic_theta",-0.3,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,3,3,"quadratic_theta",-0.3,"quadratic_theta",-0.3,0.416209331636903,-0.0265733924944526,0.00085720620949847,-1.87318625760068,0.119595861636909,-0.00385793102054547,1.3,1.3,0.3,0.300000000000103,0.6,"linear",0.2,3,3,71,1
